sponsor,state,value
760821144,IL,84931.0
760821144,NY,13000.0
770070742,CA,803298.0
770165029,CA,4513547.0
770165029,IN,25000.0
770165029,MD,22000.0
770165029,NY,15000.0
770273721,AZ,25000.0
770273721,CA,1329124.0
770273721,FL,103015.0
770273721,MD,18000.0
770273721,NJ,12500.0
770273721,PA,42000.0
770273721,UT,75000.0
770312582,CA,1121645.0
770312582,CO,75000.0
770312582,GA,15400.0
770312582,IA,60000.0
770312582,KY,55000.0
770312582,MA,140000.0
770312582,MN,10000.0
770312582,NM,208000.0
770312582,NY,60000.0
770312582,OR,58092.0
770312582,SD,50000.0
770312582,WI,120000.0
770496500,CA,2205450.0
770496500,CO,17849.0
770496500,NC,21018.0
770496500,NM,5000.0
770496500,NY,10000.0
770496500,TN,51000.0
770496500,WA,5000.0
770555874,CA,1696063.0
770555874,IL,15000.0
770555874,MO,30000.0
770555874,NJ,6200.0
770612679,ME,1211203.0
810287507,MT,350000.0
810450150,CA,6735.0
810450150,CO,7585.0
810450150,DC,5000.0
810450150,ID,44682.0
810450150,MT,2916747.0
810450150,OH,10000.0
810450150,PA,15000.0
810450150,WA,5000.0
810519514,MA,15000.0
810519514,MT,63500.0
810533002,CA,10000.0
810533002,CO,5000.0
810533002,DC,25000.0
810533002,FL,10000.0
810533002,ID,17500.0
810533002,MA,12500.0
810533002,MD,5000.0
810533002,MT,5169468.0
810533002,NY,5000.0
810533002,OR,35000.0
810533002,TN,8500.0
810533002,VA,10000.0
810533002,WA,5000.0
812375745,KS,2984462.0
812576201,FL,13000.0
812576201,GA,7470.0
812576201,OH,7500.0
812936073,CA,210810.0
812936073,DC,8800.0
812936073,IA,46372.0
812936073,IL,21251.0
812936073,MI,18600.0
812936073,NY,10850.0
812936073,TX,12250.0
812936073,VA,23600.0
813137336,AZ,1975204.0
814107324,CA,20000.0
814107324,IL,10000.0
814107324,IN,50000.0
814107324,KY,7000.0
814107324,MI,588789.0
814107324,NY,10000.0
814107324,OR,10000.0
814107324,PA,9000.0
814476503,MN,20000.0
820425063,AZ,12750.0
820425063,IA,12000.0
820425063,ID,5938257.0
820425063,IL,25000.0
820425063,IN,5680.0
820425063,MT,35678.0
820425063,TX,6000.0
820425063,WA,72866.0
820444885,ID,97581.0
820527986,ID,334650.0
820527986,WA,15000.0
821388190,CO,30200.0
821388190,FL,10000.0
821388190,KY,1255936.0
821388190,OH,494500.0
821388190,PR,100000.0
821388190,TX,108000.0
821517696,AL,10000.0
821517696,AZ,15000.0
821517696,CA,285500.0
821517696,CO,20000.0
821517696,DC,1081000.0
821517696,GA,175000.0
821517696,IL,5000.0
821517696,LA,30000.0
821517696,MA,80350.0
821517696,MI,5000.0
821517696,NM,100000.0
821517696,NY,420000.0
821517696,OR,10000.0
821517696,PA,10000.0
821517696,TX,25000.0
821517696,VA,250000.0
822958346,DC,125000.0
822958346,VA,6250.0
830287513,CO,7477.0
830287513,PA,7815.0
830287513,WY,1516282.0
830400149,CA,1763887.0
830400149,CO,21500.0
830400149,HI,20000.0
830400149,OH,12000.0
830400149,TN,7050.0
830400149,WI,20000.0
831905906,CA,80025.0
831905906,MT,150000.0
840404231,CO,584790.0
840404235,AL,18971.0
840404235,AZ,63960.0
840404235,CA,23694.0
840404235,CO,10434754.0
840404235,DC,51950.0
840404235,FL,90706.0
840404235,GA,44333.0
840404235,IL,17892.0
840404235,MA,5000.0
840404235,MN,14791.0
840404235,MO,17664.0
840404235,NE,6122.0
840404235,NJ,75789.0
840404235,NM,109100.0
840404235,NY,72184.0
840404235,OH,15000.0
840404235,PA,33856.0
840404235,TN,30788.0
840404235,TX,38988.0
840404235,UT,44180.0
840404235,VA,5000.0
840404235,WI,96035.0
840404235,WY,10500.0
840616785,CO,24000.0
840699243,AZ,14126.0
840699243,CA,292500.0
840699243,CO,7837970.0
840699243,CT,246702.0
840699243,DC,32000.0
840699243,FL,278500.0
840699243,GA,102943.0
840699243,IA,14000.0
840699243,IL,27000.0
840699243,LA,10000.0
840699243,MA,33375.0
840699243,ME,5000.0
840699243,MI,12000.0
840699243,MN,36500.0
840699243,MT,5000.0
840699243,NC,12900.0
840699243,NE,82859.0
840699243,NH,89786.0
840699243,NY,45076.0
840699243,PA,5000.0
840699243,PR,75000.0
840699243,SC,5000.0
840699243,SD,7500.0
840699243,TX,180000.0
840699243,VA,265250.0
840699243,WA,21000.0
840699243,WY,21189.0
840829226,AZ,15000.0
840829226,CA,727100.0
840829226,CO,5510436.0
840829226,CT,5000.0
840829226,DC,179600.0
840829226,FL,123000.0
840829226,GA,35000.0
840829226,IA,5000.0
840829226,ID,7535.0
840829226,IL,30500.0
840829226,IN,13000.0
840829226,KS,5000.0
840829226,MA,20000.0
840829226,MD,10000.0
840829226,ME,150000.0
840829226,MI,10000.0
840829226,MN,52988.0
840829226,MS,6000.0
840829226,NH,5000.0
840829226,NM,41000.0
840829226,NY,378500.0
840829226,OH,72250.0
840829226,PA,105000.0
840829226,TN,20000.0
840829226,TX,20000.0
840829226,VA,30000.0
840829226,WA,32500.0
840920862,CA,2690154.0
840920862,CO,9440324.0
840920862,CT,5000.0
840920862,DC,87800.0
840920862,MA,91000.0
840920862,MD,30500.0
840920862,NJ,10360.0
840920862,NY,307156.0
840920862,OH,15000.0
840920862,OR,5000.0
840920862,PA,404000.0
840920862,TX,6000.0
840920862,WA,40000.0
840970315,CO,244604.0
841039305,CA,55000.0
841039305,CO,825733.0
841039305,CT,10000.0
841039305,DC,72000.0
841039305,MN,16500.0
841039305,NY,32500.0
841039305,OR,10000.0
841039305,UT,25000.0
841039305,WA,10000.0
841087689,GA,5700.0
841087689,MO,271332.0
841128761,CO,84600.0
841190575,CO,807987.0
841260437,AL,600.0
841260437,AR,5000.0
841260437,AZ,19450.0
841260437,CA,393691.0
841260437,CO,2115697.0
841260437,CT,78081.0
841260437,DC,43900.0
841260437,DE,1000.0
841260437,FL,240483.0
841260437,GA,388300.0
841260437,IA,118101.0
841260437,ID,1000.0
841260437,IL,170475.0
841260437,IN,479776.0
841260437,KS,3000.0
841260437,KY,24700.0
841260437,LA,35500.0
841260437,MA,1134800.0
841260437,MD,57800.0
841260437,ME,17200.0
841260437,MI,99950.0
841260437,MN,55400.0
841260437,MO,59650.0
841260437,MT,14000.0
841260437,NC,4344436.0
841260437,NE,19850.0
841260437,NH,28000.0
841260437,NJ,43950.0
841260437,NM,1000.0
841260437,NY,180750.0
841260437,OH,50200.0
841260437,OK,12650.0
841260437,OR,6000.0
841260437,PA,331753.0
841260437,RI,25850.0
841260437,SC,178950.0
841260437,TN,21500.0
841260437,TX,127700.0
841260437,UT,1255000.0
841260437,VA,113100.0
841260437,VI,25000.0
841260437,VT,174900.0
841260437,WA,125770.0
841260437,WI,16800.0
841260437,WY,2000.0
841354894,CO,2103411.0
841354894,DC,6154.0
841354894,WA,5000.0
841449305,CO,831492.0
841530768,AZ,7500.0
841530768,CO,2190368.0
841530768,MA,65130.0
841530768,MD,225000.0
841530768,NY,182250.0
841530768,TX,7000.0
841530768,WA,5000.0
841562332,CO,372223.0
841612422,AK,5000.0
841612422,AR,22000.0
841612422,AZ,5780.0
841612422,CA,54250.0
841612422,CT,15000.0
841612422,DC,25000.0
841612422,MN,25000.0
841612422,MT,5000.0
841612422,NY,36675.0
841612422,OR,5000.0
841612422,WA,71000.0
841682682,WA,126840.0
846048381,AK,10000.0
846048381,AL,53651.0
846048381,AR,202165.0
846048381,AZ,141000.0
846048381,CA,2380459.0
846048381,CO,50975948.0
846048381,CT,282521.0
846048381,DC,947472.0
846048381,FL,254573.0
846048381,GA,242573.0
846048381,IA,5000.0
846048381,IL,952250.0
846048381,IN,97459.0
846048381,LA,7830.0
846048381,MA,1292935.0
846048381,MD,200063.0
846048381,ME,105835.0
846048381,MI,93401.0
846048381,MN,232723.0
846048381,MO,172300.0
846048381,MS,5000.0
846048381,MT,214598.0
846048381,NC,10447240.0
846048381,ND,15000.0
846048381,NE,30500.0
846048381,NH,139721.0
846048381,NJ,803000.0
846048381,NM,86500.0
846048381,NV,25000.0
846048381,NY,893698.0
846048381,OH,57056.0
846048381,OK,17500.0
846048381,OR,195500.0
846048381,PA,255000.0
846048381,RI,15000.0
846048381,SD,10000.0
846048381,TN,23100.0
846048381,TX,891428.0
846048381,UT,148719.0
846048381,VA,890000.0
846048381,WA,105500.0
846048381,WI,36151.0
850295444,AR,10000.0
850295444,AZ,5000.0
850295444,CA,5000.0
850295444,CO,54191.0
850295444,DC,25000.0
850295444,MI,20000.0
850295444,NM,3590226.0
850295444,NY,115500.0
850295444,OH,10000.0
850295444,OR,30000.0
850295444,TN,10000.0
850295444,UT,15000.0
850295444,VT,10000.0
850303044,AL,6500.0
850303044,AZ,151000.0
850303044,CA,83553.0
850303044,CO,44500.0
850303044,DC,106150.0
850303044,HI,18000.0
850303044,IA,15000.0
850303044,IN,15000.0
850303044,MA,100451.0
850303044,MD,9550.0
850303044,NC,17449.0
850303044,NJ,10000.0
850303044,NM,6420244.0
850303044,NY,56000.0
850303044,OH,30000.0
850303044,PA,45000.0
850303044,TX,29568.0
850303044,VA,20000.0
850303044,WI,26000.0
850311210,CT,10000.0
850311210,LA,204000.0
850311210,NM,1595938.0
850311210,NY,10000.0
850311210,OK,5000.0
850311210,TX,15000.0
850425147,NM,696079.0
850425147,OR,5000.0
860098932,AL,8335.0
860098932,AZ,6499758.0
860098932,CA,207195.0
860098932,DC,22549.0
860098932,FL,24302.0
860098932,GA,18852.0
860098932,IL,45546.0
860098932,LA,5000.0
860098932,MA,6484.0
860098932,MD,48005.0
860098932,NY,15126.0
860098932,PA,35000.0
860098932,VA,201358.0
860146520,AZ,200000.0
860198599,AZ,1258532.0
860292099,AZ,74773.0
860292099,CA,150000.0
860292099,CO,56100.0
860292099,DC,30000.0
860292099,IL,398400.0
860292099,MI,12000.0
860292099,MS,47000.0
860292099,MT,153917.0
860292099,NM,54800.0
860292099,NV,6150.0
860292099,OH,10935.0
860292099,TX,182608.0
860292099,VA,42000.0
860292099,VT,66103.0
860292099,WI,67000.0
860327449,AZ,897959.0
860348306,AL,10060.0
860348306,AR,152700.0
860348306,AZ,34350260.0
860348306,CA,1809811.0
860348306,CO,192693.0
860348306,CT,13040.0
860348306,DC,262399.0
860348306,FL,48580.0
860348306,GA,23000.0
860348306,HI,111429.0
860348306,IA,137500.0
860348306,IL,183486.0
860348306,IN,40000.0
860348306,KS,2500.0
860348306,KY,9950.0
860348306,LA,10000.0
860348306,MA,305400.0
860348306,MD,48015.0
860348306,ME,10000.0
860348306,MN,135990.0
860348306,MO,555615.0
860348306,MS,5000.0
860348306,MT,21320.0
860348306,NC,46000.0
860348306,ND,5000.0
860348306,NE,109560.0
860348306,NH,40763.0
860348306,NJ,769798.0
860348306,NM,591359.0
860348306,NV,27100.0
860348306,NY,2137650.0
860348306,OH,576245.0
860348306,OK,82563.0
860348306,OR,10000.0
860348306,PA,606987.0
860348306,SC,77000.0
860348306,SD,100000.0
860348306,TN,148693.0
860348306,TX,156200.0
860348306,UT,14500.0
860348306,VA,375219.0
860348306,VT,6160.0
860348306,WA,130890.0
860975231,AZ,20000.0
861151358,CA,44000.0
880098500,CA,323682.0
880098500,DC,30019.0
880098500,MA,72469.0
880098500,NV,1879897.0
880098500,NY,334563.0
880362053,AZ,65984.0
880362053,CA,2176866.0
880362053,CO,36000.0
880362053,DC,20400.0
880362053,FL,13500.0
880362053,HI,30000.0
880362053,IA,15000.0
880362053,IL,3900.0
880362053,IN,38000.0
880362053,KS,200.0
880362053,MA,3600.0
880362053,MD,16100.0
880362053,MN,800.0
880362053,MO,1000000.0
880362053,NC,23000.0
880362053,NJ,11000.0
880362053,NV,6984662.0
880362053,NY,43600.0
880362053,OH,3500.0
880362053,OR,326766.0
880362053,PA,2000.0
880362053,TX,200.0
880362053,VA,400.0
880362053,WA,150.0
880362053,WI,50000.0
880370179,AZ,35000.0
880370179,CA,4208560.0
880370179,CO,300000.0
880370179,DC,357481.0
880370179,FL,20000.0
880370179,IL,32000.0
880370179,IN,484476.0
880370179,KY,29136.0
880370179,LA,250000.0
880370179,MA,136000.0
880370179,MD,50000.0
880370179,MN,10000.0
880370179,MT,148000.0
880370179,NV,3754620.0
880370179,NY,39580.0
880370179,OR,51500.0
880370179,TN,20200.0
880370179,TX,52138.0
880370179,VA,50000.0
880370179,WA,20000.0
880370179,WY,85000.0
910564748,AK,149868.0
910564748,AL,571593.0
910564748,AR,27131.0
910564748,AZ,59768.0
910564748,CA,916716.0
910564748,CO,385652.0
910564748,CT,65157.0
910564748,FL,330203.0
910564748,GA,667644.0
910564748,IA,63376.0
910564748,ID,51226.0
910564748,IL,5150829.0
910564748,KS,48185.0
910564748,KY,43363.0
910564748,MA,259510.0
910564748,MD,175382.0
910564748,ME,31279.0
910564748,MI,329657.0
910564748,MN,268268.0
910564748,MO,229214.0
910564748,MS,5444.0
910564748,MT,8858.0
910564748,NC,5284.0
910564748,NE,59430.0
910564748,NH,100694.0
910564748,NJ,50031.0
910564748,NY,462972.0
910564748,OH,1079106.0
910564748,OK,44769.0
910564748,OR,252624.0
910564748,PA,909789.0
910564748,PR,0.0
910564748,SC,206221.0
910564748,SD,10669.0
910564748,TN,22115.0
910564748,TX,666677.0
910564748,UT,346322.0
910564748,VA,78834.0
910564748,VT,22888.0
910564748,WA,6281525.0
910564748,WI,140838.0
910564748,WV,31835.0
910570872,WA,0.0
910575950,CA,25595.0
910575950,DC,7000.0
910575950,FL,7200.0
910575950,IN,12500.0
910575950,NJ,21000.0
910575950,NY,837125.0
910575950,WA,1940003.0
910682177,ID,13037.0
910682177,LA,25000.0
910682177,VA,5007.0
910682177,WA,1826012.0
910785826,WA,175000.0
911007459,AL,25000.0
911007459,CA,28800.0
911007459,DC,8000.0
911007459,FL,150000.0
911007459,KS,10000.0
911007459,NV,7875.0
911007459,OR,5000.0
911007459,TX,15000.0
911007459,VA,22980.0
911007459,WA,5556550.0
911007459,WI,9300.0
911022358,WA,2218241.0
911036971,CA,0.0
911036971,DC,0.0
911036971,ID,0.0
911036971,IL,0.0
911036971,KY,0.0
911036971,LA,0.0
911036971,MA,0.0
911036971,MD,0.0
911036971,MI,0.0
911036971,MT,0.0
911036971,NC,0.0
911036971,NM,0.0
911036971,NY,0.0
911036971,OR,0.0
911036971,WA,0.0
911036971,WY,0.0
911196271,WA,20991.0
911250104,AR,5000.0
911250104,KS,7000.0
911250104,OR,22000.0
911250104,WA,1343887.0
911250104,WI,8300.0
911325007,AK,7000.0
911325007,DC,15500.0
911325007,ID,14500.0
911325007,MA,10000.0
911325007,MT,38850.0
911325007,NC,25500.0
911325007,NY,50500.0
911325007,OR,93250.0
911325007,UT,10000.0
911325007,WA,472650.0
911508191,WA,1392954.0
911572414,WA,302221.0
911607005,WA,1801939.0
911648730,WA,623580.0
911680527,AL,5000.0
911680527,ME,5000.0
911680527,MI,30750.0
911680527,OR,5000.0
911680527,PA,80000.0
911680527,TX,5000.0
911680527,WA,1600933.0
911726410,CA,84563.0
911726410,GA,20000.0
911726410,MA,34493.0
911726410,NY,12800.0
911726410,WA,3465431.0
911733104,AR,10000.0
911733104,WA,141755.0
911751020,ND,200000.0
911754933,CA,15000.0
911754933,WA,541000.0
911854545,OR,1076619.0
912049302,FL,20000.0
912049302,TN,20000.0
912049302,WA,74608.0
912155208,AL,8000.0
912155208,CA,8000.0
912155208,DC,12500.0
912155208,NY,10500.0
912155208,OR,17500.0
912155208,WA,853188.0
916013536,AK,159706.0
916013536,AL,249550.0
916013536,AR,42700.0
916013536,AZ,323300.0
916013536,CA,4524359.0
916013536,CO,303750.0
916013536,CT,176500.0
916013536,DC,8646077.0
916013536,FL,229592.0
916013536,GA,5570.0
916013536,HI,268000.0
916013536,IA,246677.0
916013536,ID,148000.0
916013536,IL,422700.0
916013536,IN,202457.0
916013536,KS,75750.0
916013536,KY,70000.0
916013536,LA,86000.0
916013536,MA,1559050.0
916013536,MD,334557.0
916013536,ME,38900.0
916013536,MI,86744.0
916013536,MN,221100.0
916013536,MO,38990.0
916013536,MT,105250.0
916013536,NC,90949.0
916013536,ND,14880.0
916013536,NE,20000.0
916013536,NH,51500.0
916013536,NJ,69920.0
916013536,NM,126000.0
916013536,NY,2284834.0
916013536,OH,521801.0
916013536,OK,5000.0
916013536,OR,1527666.0
916013536,PA,328149.0
916013536,RI,184138.0
916013536,TN,29449.0
916013536,TX,394154.0
916013536,UT,9000.0
916013536,VA,549993.0
916013536,VT,22500.0
916013536,WA,79159159.0
916013536,WI,174616.0
916013536,WY,16000.0
930691238,OR,0.0
930817536,OR,2430135.0
930817536,WA,20000.0
930946020,OR,1693000.0
931019725,CA,290197.0
931019725,DC,30200.0
931019725,IL,55000.0
931019725,MA,5000.0
931019725,ME,10000.0
931019725,NC,50000.0
931019725,NY,201271.0
931019725,OR,8971089.0
931019725,PA,5000.0
931019725,RI,7783.0
931019725,TX,6666.0
931019725,WA,25585.0
931084330,CA,62000.0
931084330,MN,10000.0
931084330,NC,476399.0
931084330,OR,171558.0
931167214,OR,25000.0
931293344,OR,2052867.0
931293344,WA,55000.0
931332421,CA,16718.0
931332421,IA,6201241.0
931332421,IL,4546719.0
931332421,PA,24702.0
931332421,VA,28000.0
936022916,OR,1116327.0
941156528,CA,258660.0
941156528,NY,55000.0
941156533,AL,121375.0
941156533,AZ,38000.0
941156533,CA,51223535.0
941156533,CO,195130.0
941156533,CT,512468.0
941156533,DC,2328265.0
941156533,FL,220922.0
941156533,GA,280700.0
941156533,HI,70000.0
941156533,IL,197831.0
941156533,IN,101000.0
941156533,KY,10000.0
941156533,LA,19000.0
941156533,MA,1163642.0
941156533,MD,465060.0
941156533,ME,15000.0
941156533,MI,23150.0
941156533,MN,620994.0
941156533,MO,83000.0
941156533,MT,97100.0
941156533,NC,371307.0
941156533,NH,3618200.0
941156533,NJ,346050.0
941156533,NM,6528.0
941156533,NY,9510461.0
941156533,OH,1683547.0
941156533,OR,67786.0
941156533,PA,523955.0
941156533,PR,6000.0
941156533,RI,1273650.0
941156533,SC,92500.0
941156533,TN,41750.0
941156533,TX,121330.0
941156533,VA,534860.0
941156533,VT,10000.0
941156533,WA,598100.0
941167405,AZ,10000.0
941167405,CA,606250.0
941167405,DC,15000.0
941167405,NY,181242.0
941312348,CA,5649993.0
941312348,CO,20253.0
941312348,CT,38210.0
941312348,DC,55850.0
941312348,FL,305512.0
941312348,GA,15000.0
941312348,IL,9175.0
941312348,KS,18413.0
941312348,LA,9533.0
941312348,MA,34868.0
941312348,MN,13103.0
941312348,MO,5500.0
941312348,NJ,6960.0
941312348,NY,54738.0
941312348,OK,9033.0
941312348,PA,84480.0
941312348,TN,24045.0
941312348,UT,33540.0
941312348,VA,207577.0
942607722,CA,70000.0
942686530,AL,5500.0
942686530,AZ,5000.0
942686530,CA,3153137.0
942686530,CO,5000.0
942686530,CT,12864.0
942686530,DC,292884.0
942686530,FL,7000.0
942686530,GA,10500.0
942686530,HI,5000.0
942686530,ID,5000.0
942686530,IL,6000.0
942686530,KS,5000.0
942686530,MA,141200.0
942686530,MD,13000.0
942686530,MN,5000.0
942686530,MO,5000.0
942686530,NC,94300.0
942686530,NJ,13500.0
942686530,NY,575100.0
942686530,OH,5000.0
942686530,OR,31000.0
942686530,RI,6000.0
942686530,SC,5000.0
942686530,VA,5000.0
942686530,VT,5000.0
942686530,WA,10250.0
942808039,AZ,137000.0
942808039,CA,10668332.0
942808039,CO,20000.0
942808039,DC,95000.0
942808039,DE,15000.0
942808039,FL,130934.0
942808039,MA,15000.0
942808039,MD,10000.0
942808039,MI,35000.0
942808039,MT,30000.0
942808039,NC,10000.0
942808039,NH,6250.0
942808039,NM,10000.0
942808039,NV,5000.0
942808039,NY,51777.0
942808039,OH,5000.0
942808039,OR,25000.0
942808039,RI,106427.0
942808039,TX,160000.0
942808039,VA,40250.0
942808039,WA,145000.0
942847212,CA,207941.0
942891517,AR,10100.0
942891517,CA,10526914.0
942891517,CO,20000.0
942891517,DC,30000.0
942891517,HI,10000.0
942891517,IL,6500.0
942891517,MA,7000.0
942891517,MD,58229.0
942891517,ME,30000.0
942891517,MI,30500.0
942891517,MN,37000.0
942891517,NC,17210.0
942891517,NV,110000.0
942891517,NY,51450.0
942891517,OH,18000.0
942891517,VA,10100.0
942891517,WA,10000.0
942891517,WI,10000.0
942985552,CA,244070.0
942995085,CA,916396.0
943007979,AL,139750.0
943007979,AR,26000.0
943007979,AZ,76500.0
943007979,CA,32566344.0
943007979,CO,172000.0
943007979,CT,276700.0
943007979,DC,1388846.0
943007979,FL,164318.0
943007979,GA,160375.0
943007979,HI,207391.0
943007979,IA,20000.0
943007979,ID,98500.0
943007979,IL,225985.0
943007979,KS,82466.0
943007979,LA,20000.0
943007979,MA,424685.0
943007979,MD,141167.0
943007979,ME,39550.0
943007979,MI,347500.0
943007979,MN,94667.0
943007979,MO,10000.0
943007979,MT,42000.0
943007979,NC,75000.0
943007979,NE,70500.0
943007979,NH,120250.0
943007979,NJ,62005.0
943007979,NM,65000.0
943007979,NV,65000.0
943007979,NY,4373525.0
943007979,OH,175000.0
943007979,OR,608549.0
943007979,PA,2125850.0
943007979,PR,13500.0
943007979,RI,49750.0
943007979,TN,71500.0
943007979,TX,188750.0
943007979,UT,116500.0
943007979,VA,763000.0
943007979,VT,9450.0
943007979,WA,135000.0
943007979,WV,193250.0
943007979,WY,17000.0
943121390,AZ,1100.0
943121390,CA,2000.0
943121390,DC,2000.0
943121390,ID,500.0
943121390,MI,1100.0
943121390,MT,750.0
943121390,NC,2100.0
943121390,NY,2000.0
943121390,OR,43350.0
943121390,SC,2000.0
943121390,TN,1000.0
943121390,TX,7172.0
943121390,WA,1179299.0
943126848,AL,30000.0
943126848,AR,125000.0
943126848,AZ,248000.0
943126848,CA,12129366.0
943126848,CO,4195602.0
943126848,CT,700000.0
943126848,DC,10489882.0
943126848,FL,160300.0
943126848,GA,642359.0
943126848,IA,238300.0
943126848,IL,3128000.0
943126848,IN,268000.0
943126848,KS,80000.0
943126848,LA,285000.0
943126848,MA,3208275.0
943126848,MD,280000.0
943126848,ME,334000.0
943126848,MI,2817570.0
943126848,MN,2401000.0
943126848,MO,387000.0
943126848,NC,1208500.0
943126848,NE,195000.0
943126848,NH,99965.0
943126848,NJ,643228.0
943126848,NM,503000.0
943126848,NV,250000.0
943126848,NY,5823396.0
943126848,OH,890000.0
943126848,OK,90000.0
943126848,OR,1415000.0
943126848,PA,1190000.0
943126848,RI,200000.0
943126848,SC,585000.0
943126848,TN,636000.0
943126848,TX,470000.0
943126848,UT,20000.0
943126848,VA,3093332.0
943126848,VT,1725000.0
943126848,WA,617500.0
943126848,WI,255000.0
943136771,AL,5600.0
943136771,CA,4557924.0
943136771,CO,22218.0
943136771,CT,100000.0
943136771,DC,82244.0
943136771,IL,10000.0
943136771,MA,58250.0
943136771,MO,14800.0
943136771,MT,6370.0
943136771,NY,65000.0
943136771,TX,49000.0
943136771,UT,20833.0
943136771,WA,6000.0
943188703,AZ,5000.0
943188703,DC,105000.0
943188703,VA,100000.0
943188703,WA,1296232.0
943192688,CA,1174150.0
943192688,DC,10000.0
943192688,MS,25000.0
943192688,NY,38500.0
943192688,PA,40000.0
943201522,CA,830919.0
943201522,MD,10000.0
943205217,TX,7700.0
943205217,WA,1100700.0
943331010,AK,6729.0
943331010,AL,42315.0
943331010,AR,7725.0
943331010,AZ,40699.0
943331010,CA,660660.0
943331010,CO,161765.0
943331010,CT,235367.0
943331010,DC,87356.0
943331010,DE,6200.0
943331010,FL,142684.0
943331010,GA,119567.0
943331010,HI,6822.0
943331010,IA,5711.0
943331010,IL,158909.0
943331010,IN,5060.0
943331010,KY,47460.0
943331010,LA,42485.0
943331010,MA,153241.0
943331010,MD,18154.0
943331010,ME,8086.0
943331010,MI,109178.0
943331010,MN,28989.0
943331010,MO,17890.0
943331010,MT,7055.0
943331010,NC,41785.0
943331010,NE,6067.0
943331010,NH,13961.0
943331010,NJ,33774.0
943331010,NM,8862.0
943331010,NV,5040.0
943331010,NY,496630.0
943331010,OH,128325.0
943331010,OR,51395.0
943331010,PA,273264.0
943331010,RI,26358.0
943331010,SC,5860.0
943331010,SD,10096.0
943331010,TN,77827.0
943331010,TX,128132.0
943331010,VA,49226.0
943331010,VT,14812.0
943331010,WA,52042.0
943331010,WI,132307.0
943331010,WV,11744.0
943396165,CA,1002092.0
946069890,AK,15000.0
946069890,CA,72558530.0
946069890,CO,188000.0
946069890,DC,111000.0
946069890,MA,56000.0
946069890,MD,8000.0
946069890,MN,70000.0
946069890,NM,12000.0
946069890,NY,285000.0
946069890,OR,8000.0
946069890,VA,50000.0
946070996,AK,5300.0
946070996,AL,7165.0
946070996,CA,50762347.0
946070996,CO,20500.0
946070996,DC,247869.0
946070996,FL,10000.0
946070996,GA,23451.0
946070996,IL,20352.0
946070996,MA,94980.0
946070996,MD,10000.0
946070996,MN,79802.0
946070996,NC,40120.0
946070996,NH,20000.0
946070996,NY,374345.0
946070996,OH,30000.0
946070996,OR,40000.0
946070996,PA,10000.0
946070996,TX,37000.0
946070996,VA,44103.0
946070996,WA,84500.0
946070996,WI,17500.0
946098382,AL,13500.0
946098382,AZ,40000.0
946098382,CA,5221987.0
946098382,CO,29500.0
946098382,DC,468426.0
946098382,FL,15000.0
946098382,IL,11400.0
946098382,MA,30000.0
946098382,MD,8000.0
946098382,MI,15000.0
946098382,MN,33500.0
946098382,NC,50000.0
946098382,NJ,73810.0
946098382,NY,417185.0
946098382,OH,55000.0
946098382,OR,16000.0
946098382,PA,13000.0
946098382,RI,6000.0
951230865,CA,3619156.0
951644037,CA,30659.0
951816009,AL,8000.0
951816009,CA,504933.0
951816009,MD,6000.0
951816009,PR,0.0
951816009,VA,5500.0
951866094,AL,6040.0
951866094,AR,84000.0
951866094,AZ,10000.0
951866094,CA,18769358.0
951866094,CO,23000.0
951866094,CT,76200.0
951866094,DC,3862650.0
951866094,FL,39616.0
951866094,GA,80000.0
951866094,HI,10000.0
951866094,IA,11704.0
951866094,IL,12500.0
951866094,IN,5000.0
951866094,KS,15000.0
951866094,KY,53700.0
951866094,MA,403500.0
951866094,MD,3274215.0
951866094,MN,180000.0
951866094,NC,165000.0
951866094,NM,25000.0
951866094,NY,94700.0
951866094,OH,104554.0
951866094,OR,1825092.0
951866094,SC,11500.0
951866094,TX,5000.0
951866094,VA,34500.0
951866094,WA,85000.0
951866094,WI,166000.0
951922279,AL,0.0
951922279,AZ,75000.0
951922279,CA,476000.0
951922279,CO,429195.0
951922279,CT,0.0
951922279,DC,1626573.0
951922279,FL,35712.0
951922279,GA,282117.0
951922279,IA,5369.0
951922279,ID,15000.0
951922279,IL,90266.0
951922279,KY,0.0
951922279,LA,0.0
951922279,MA,190500.0
951922279,MD,38530.0
951922279,MI,0.0
951922279,MN,9500.0
951922279,MS,0.0
951922279,MT,13500.0
951922279,NC,60500.0
951922279,NM,0.0
951922279,NY,0.0
951922279,OH,0.0
951922279,OK,0.0
951922279,OR,500667.0
951922279,PA,278610.0
951922279,SC,0.0
951922279,TN,37000.0
951922279,TX,506495.0
951922279,VA,6000.0
951922279,WA,1066015.0
951922279,WI,198000.0
951922279,WV,0.0
952142678,DC,6539.0
952142678,IL,10000.0
952142678,MA,75000.0
952142678,MI,12280.0
952142678,NY,6460.0
952142678,WA,6000.0
952504044,AL,46900.0
952504044,AR,57680.0
952504044,AZ,89500.0
952504044,CA,58688888.0
952504044,CO,100663.0
952504044,CT,75250.0
952504044,DC,1757891.0
952504044,FL,768636.0
952504044,GA,279070.0
952504044,HI,23000.0
952504044,IA,50300.0
952504044,ID,12500.0
952504044,IL,148100.0
952504044,IN,270100.0
952504044,LA,183570.0
952504044,MA,2288810.0
